microtrait_hmm-name	microtrait_hmm-dbxref_kegg	microtrait_hmm-dbxref_ec	microtrait_hmm-dbxref_TC	microtrait_hmm-description	microtrait_hmm-notes	microtrait_hmm-dbxref_kegg_score	microtrait_hmm-dbxref_kegg_fscore	microtrait_hmm-dbxref_kegg_tpr	microtrait_hmm-dbxref_kegg_tnr	microtrait_hmm-dbxref_kegg_fpr	microtrait_hmm-dbxref_kegg_fnr	microtrait_hmm-dbxref_kegg_accuracy
fevP	K02015	NA	3.A.1.13.2_A9WCZ6;3.A.1.14.13_Q9RK09;3.A.1.14.13_Q9RK10;3.A.1.14.14_Q06A41;3.A.1.14.14_Q9A199;3.A.1.14.15_P40410;3.A.1.14.15_P40411;3.A.1.14.1_P15029;3.A.1.14.1_P15030;3.A.1.14.2_P23876;3.A.1.14.2_P23877;3.A.1.14.3_P06972;3.A.1.14.4_Q47085;3.A.1.14.4_Q47086;3.A.1.14.6_Q9RCF4;3.A.1.14.6_Q9RCF5;3.A.1.14.7_Q9X664;3.A.1.14.8_Q8GRB1;3.A.1.14.8_Q8GRB2	iron complex transport system permease protein	NA	54.9	0.966157	0.999	1	0.000135	0.001159	0.99986
fevS	K02016	NA	3.A.1.13.2_A9WCZ4;3.A.1.14.13_Q9RK12;3.A.1.14.14_Q9A198;3.A.1.14.15_P40409;3.A.1.14.1_P15028;3.A.1.14.2_C8U2V6;3.A.1.14.3_P07822;3.A.1.14.4_Q47084;3.A.1.14.6_Q9RCF6;3.A.1.14.7_Q93PN3;3.A.1.14.7_Q99RY8;3.A.1.14.8_Q8GRB3	iron complex transport system substrate-binding protein	NA	35.2	0.953024	0.999	1	0.000172	0.001351	0.99983
fhuC	K10829	3.6.3.34	3.A.1.14.3;3.A.1.14.12	iron-chelate-transporting ATPase [EC:3.6.3.34]	NA	151	4.36e-05	1	0.994	0.00577	0	0.994
fhuB	K23228	NA	3.A.1.14.3;3.A.1.14.12	ferric hydroxamate transport system permease protein	NA	487.1	0.992268	0.98549	1	1.26e-07	0.01451	0.999998
fhuD	K23227	NA	3.A.1.14.3;3.A.1.14.12	ferric hydroxamate transport system substrate-binding protein	NA	178.9	0.995538	0.99352	1	3.78e-07	0.00648	0.999999
fieF	K13283	NA	2.A.4.7.1	ferrous-iron efflux pump FieF	NA	155.1	0.99919	0.99838	1	0	0.00162	1
fiu	K16090	NA	1.B.14.1.9_P75780	catecholate siderophore receptor	NA	592	0.986888	0.977489	1	5.04e-07	0.022511	0.999996
flqA	K16905	NA	3.A.1	fluoroquinolone transport system permease protein	NA	127	0.986	0.9863	1	2.52e-07	0.0137	1
flqB	K16906	NA	3.A.1	fluoroquinolone transport system permease protein	NA	118.4	0.99	0.9797	1	0	0.02027	1
flqC	K16907	3.6.3.-	3.A.1	fluoroquinolone transport system ATP-binding protein [EC:3.6.3.-]	NA	388.9	0.956	0.9156	1	0	0.08442	1
focA	K06212	NA	1.A.16.1.1_P0AC23;1.A.16.1.2_P77733;1.A.16.1.3_F9A868	formate transporter	NA	340	0.954186	0.91239	1	0	0.08761	1
focB	K03459	NA	1.A.16.1.2_P77733	formate transporter	NA	477.1	0.954	0.912	1	0	0.0877	1
fpvA	K16088	NA	1.B.14.1.14_P25184;1.B.14.1.1_P16869	outer-membrane receptor for ferric coprogen and ferric-rhodotorulic acid	NA	435.6	0.976729	0.97322	1	3.78e-06	0.02678	0.999991
frcA	K10554	NA	3.A.1.2.7_Q9F9B0	fructose transport system ATP-binding protein	NA	358.4	0.964	0.95763	1	8.81e-07	0.04237	1
frcB	K10552	NA	3.A.1.2.7_Q9F9B2	fructose transport system substrate-binding protein	NA	358.3	0.998	0.99548	1	0	0.00452	1
frcC	K10553	NA	3.A.1.2.7_Q9F9B1	fructose transport system permease protein	NA	396.2	0.998	0.99537	1	0	0.00463	1
fru1EIIA	K02768	2.7.1.69	4.A.2.1.14_D2RXA7;4.A.2.1.15_D4GYE4;4.A.2.1.20_Q3K0G6;4.A.2.1.21_F8Y3B4;4.A.2.1.22_Q3JZE3;4.A.2.1.23_T5HNP5;4.A.2.1.25_P32155;4.A.2.1.26_Q5V5X4;4.A.2.1.7_Q1LZ59;4.A.2.1.8_Q1LZ68;4.A.2.1.9_Q1R4S9	PTS system, fructose-specific IIA component [EC:2.7.1.69]	NA	129.5	0.681613	0.564607	1	3.72e-05	0.4354	0.999787
fru1EIIB	K02769	2.7.1.69	4.A.2.1.14_D2RXA4;4.A.2.1.15_D4GYE1;4.A.2.1.22_Q3JZE2;4.A.2.1.26_Q5V5X1;4.A.2.1.7_Q1LZ59;4.A.2.1.9_Q8FC73	PTS system, fructose-specific IIB component [EC:2.7.1.69]	NA	28.8	0.87008	0.978044	1	0.000102	0.022	0.999889
fru1EIIC	K02770	NA	4.A.2.1.13_Q0S1N2;4.A.2.1.14_D2RXA8;4.A.2.1.15_D4GYE5;4.A.2.1.16_Q9RMF5;4.A.2.1.17_Q9HY57;4.A.2.1.18_Q9RZP7;4.A.2.1.19_M7PF02;4.A.2.1.1_P20966;4.A.2.1.20_Q3K0G6;4.A.2.1.21_F8Y3B5;4.A.2.1.22_Q3JZE4;4.A.2.1.23_T5HN74;4.A.2.1.26_q5v5x5;4.A.2.1.4_P71012;4.A.2.1.6_O31645;4.A.2.1.7_Q1LZ59;4.A.2.1.8_Q8DWE7;4.A.2.1.9_Q1R4T1	PTS system, fructose-specific IIC component	NA	276.5	0.91314	0.985344	1	6.39e-05	0.014656	0.999931
levG	K02771	NA	4.A.6.1.2_P26382	PTS system, fructose-specific IID component	NA	396.1	0.967	0.9355	1	0	0.0645	1
fru2EIIA	K11201	2.7.1.69	4.A.2.1.25_P32155	PTS system, fructose-specific IIA-like component [EC:2.7.1.69]	NA	628.6	0.787062	0.743	1	7.18e-06	0.257	1
fru2EIIB	K11202	2.7.1.69	4.A.2.1	PTS system, fructose-specific IIB-like component [EC:2.7.1.69]	NA	134.9	0.732606	0.78052	1	3.03e-05	0.21948	1
fru2EIIC	K11203	NA	4.A.2.1.25_P32154	PTS system, fructose-specific IIC-like component	NA	425.5	0.874142	0.77959	1	2.52e-07	0.22041	1
ftrA	K07230	NA	2.A.108.2.10;2.A.108.2.4;2.A.108.2.9	periplasmic iron binding protein	NA	30.6	1	1	1	0	0	1
galEIIA	K20112	2.7.1.204	4.A.5	PTS system, galactose-specific IIA component [EC:2.7.1.204]	NA	130.1	0.997	1	1	1.26e-07	0	1
galEIIB	K20113	2.7.1.204	4.A.5	PTS system, galactose-specific IIB component [EC:2.7.1.204]	NA	94.9	1	1	1	0	0	1
galEIIC	K20114	NA	4.A.5	PTS system, galactose-specific IIC component	NA	478	0.988	0.9767	1	0	0.02326	1
galP	K08137	NA	2.A.1.1.1_P0AEP1;2.A.1.1.2_P0AE24	MFS transporter, SP family, galactose:H+ symporter	NA	691.4	0.898065	0.8169	1	1.26e-07	0.1831	1
gamEIIB	K10984	2.7.1.69	4.A.6.1.5_P42909	PTS system, galactosamine-specific IIB component [EC:2.7.1.69]	NA	229.5	0.96	0.9223	1	0	0.0777	1
gamEIIC	K10985	NA	4.A.6.1.5_Q9KIP7	PTS system, galactosamine-specific IIC component	NA	331.3	1	1	1	0	0	1
gamEIID	K10986	NA	4.A.6.1.5_P42911	PTS system, galactosamine-specific IID component	NA	369.3	1	1	1	0	0	1
ganO	K15770	NA	3.A.1.1.16_P58300;3.A.1.1.26_O06989;3.A.1.1.27_Q8DT28;3.A.1.1.44_Q7AKP1	arabinogalactan oligomer / maltooligosaccharide transport system substrate-binding protein	NA	336.6	0.826867	0.767028	1	1.44e-05	0.232972	0.999948
ganP	K15771	NA	3.A.1.1.16_Q8TZP9;3.A.1.1.26_O06990;3.A.1.1.27_Q8DT27;3.A.1.1.44_Q9KZ07;3.A.1.1.51_Q6MNM0	arabinogalactan oligomer / maltooligosaccharide transport system permease protein	NA	344.1	0.859368	0.7856	1	6.8e-06	0.214399	0.999959
ganQ	K15772	NA	3.A.1.1.16_Q8TZQ0;3.A.1.1.26_O06991;3.A.1.1.27_Q8DT26;3.A.1.1.44_Q9KZ08	arabinogalactan oligomer / maltooligosaccharide transport system permease protein	NA	298.2	0.925681	0.87922	1	3.27e-06	0.12078	0.999977
malK	K10111	3.6.3.-	3.A.1.1.12_Q9AI63;3.A.1.1.17_Q9R9Q4;3.A.1.1.19_Q8L122;3.A.1.1.1_P68187;3.A.1.1.49_O30494;3.A.1.1.4_Q01937	multiple sugar transport system ATP-binding protein [EC:3.6.3.-]	NA	507.5	0.84776	0.868637	1	4.16e-05	0.131363	0.99993
gatEIIA	K02773	2.7.1.69	4.A.5.1.1_P69828;4.A.5.1.2_Q71WA4;4.A.5.1.4_Q8FCM6;4.A.5.1.5_D4GUP9;4.A.5.1.6_C9MZ76	PTS system, galactitol-specific IIA component [EC:2.7.1.69]	NA	107.6	0.85883	0.89686	1	2.15e-05	0.10314	0.999967
gatEIIB	K02774	2.7.1.69	4.A.5.1.1_P37188;4.A.5.1.2_Q71WA5;4.A.5.1.4_Q8FCM5;4.A.5.1.5_D4GUQ1;4.A.5.1.6_C9MZ78	PTS system, galactitol-specific IIB component [EC:2.7.1.69]	NA	68.8	0.926119	0.99664	1	1.75e-05	0.00336	0.999982
gatEIIC	K02775	NA	4.A.5.1.1_P69831;4.A.5.1.2_Q71WA6;4.A.5.1.4_Q8FCM4;4.A.5.1.5_D4GUQ0;4.A.5.1.6_C9MZ79	PTS system, galactitol-specific IIC component	NA	448.2	0.940043	0.90984	1	3.15e-06	0.09016	0.999986
gesB	K19594	NA	2.A.6.2.25;2.A.6.2.34	gold/copper resistance efflux pump	NA	1653.7	0.987	0.974	1	0	0.02632	1
gfrEIIA	K19506	2.7.1.69	4.A.6.1.19_V7IHL6	PTS system, fructoselysine and glucoselysine-specific IIA component [EC:2.7.1.69]	NA	141.4	0.918	0.8542	1	1.26e-07	0.14583	1
gfrEIIB	K19507	2.7.1.69	4.A.6.1.19_V7IFY8;4.A.6.1.23_C1A8G1	PTS system, fructoselysine and glucoselysine-specific IIB component [EC:2.7.1.69]	NA	165.3	0.974	0.96335	1	3.78e-07	0.0366	1
gfrEIIC	K19508	NA	4.A.6.1.19_V7RE14;4.A.6.1.22_T4NBW3;4.A.6.1.9_Q97N93	PTS system, fructoselysine and glucoselysine-specific IIC component	NA	270.2	0.984	0.97895	1	2.52e-07	0.02105	1
gfrEIID	K19509	NA	4.A.6.1.19_V7RGM6	PTS system, fructoselysine and glucoselysine-specific IID component	NA	323.6	0.944	0.97095	1	2.64e-06	0.02905	1
gguA	K10548	NA	3.A.1.2.22_Q8G3R0;3.A.1.2.5_O05176	putative multiple sugar transport system ATP-binding protein	NA	743.9	0.976077	0.96226	1	6.3e-07	0.03774	1
gguP	K10547	NA	3.A.1.2.22_Q8G3Q9;3.A.1.2.5_O05177	putative multiple sugar transport system permease protein	NA	432.8	0.97657	0.96303	1	6.3e-07	0.03697	1
gguS	K10546	NA	3.A.1.2.22_Q8G3R1;3.A.1.2.5_P25548	putative multiple sugar transport system substrate-binding protein	NA	322.2	0.977211	0.95886	1	2.52e-07	0.04114	1
glcP	K10197	NA	3.A.1.1.13_Q97UZ0;3.A.1.1.14_Q97UF4	glucose/arabinose transport system permease protein	NA	309.4	0.987	0.974	1	0	0.0256	1
glcP1	K10198	NA	3.A.1.1.13_Q97UY9;3.A.1.1.14_Q97UF3	glucose/arabinose transport system permease protein	NA	327	1	1	1	0	0	1
glcS	K10196	NA	3.A.1.1.13_Q97UZ1;3.A.1.1.14_Q97UF5	glucose/arabinose transport system substrate-binding protein	NA	472.7	1	1	1	0	0	1
glcA	K10199	NA	3.A.1.1.13_Q97UY8;3.A.1.1.14_Q97UF2	glucose/arabinose transport system ATP-binding protein	NA	527.5	0.972	0.946	1	0	0.0541	1
glc1EIIA	K02777	2.7.1.69	4.A.1.1.1_P69783;4.A.3.2.5_Q8L3C4	PTS system, glucose-specific IIA component [EC:2.7.1.69]	NA	189.1	0.718967	0.674115	1	4.08e-05	0.3259	0.999893
glc1EIIB	K02778	2.7.1.69	4.A.1.1.1	PTS system, glucose-specific IIB component [EC:2.7.1.69]	NA	92.5	0.82164	0.7087	1	1.64e-06	0.2913	1
glc1EIIC	K02779	NA	4.A.1.1.11_Q8DS05;4.A.1.1.12_Q48WG5;4.A.1.1.17_Q63GK8;4.A.1.1.18_O51590;4.A.1.1.1_P69786	PTS system, glucose-specific IIC component	NA	670.7	0.805263	0.675	1	1.26e-07	0.325	1
glc2EIIA	K20116	NA	4.A.1.1.9;4.A.1.1.13;4.A.1.1.14	PTS system, glucose-specific IIA component	NA	739.5	0.91587	0.91762	1	5.67e-06	0.08238	1
glc2EIIB	K20117	NA	4.A.1.1.9;4.A.1.1.13;4.A.1.1.14	PTS system, glucose-specific IIB component	NA	712.8	0.847039	0.78746	1	5.92e-06	0.21254	1
glc2EIIC	K20118	NA	4.A.1.1.9;4.A.1.1.13;4.A.1.1.14	glucose PTS system EIICBA or EIICB component	NA	711.7	0.847987	0.7902	1	6.04e-06	0.2098	1
glcT1	K08174	NA	2.A.1.7.3_O07563	MFS transporter, FHS family, glucose/mannose:H+ symporter	NA	325.4	0.996	0.99219	1	0	0.00781	1
glcU	K05340	NA	2.A.7.5.1_O07881;2.A.7.5.3_Q9CDF7;2.A.7.5.4_P40420;2.A.7.5.5_L8DP77	glucose uptake protein	NA	260.8	0.924231	0.86517	1	6.3e-07	0.13483	1
glf	K13854	NA	2.A.1.1.4_P21906	MFS transporter, SP family, glucose uniporter	NA	998.2	1	1	1	0	0	1
glnH	K10036	NA	3.A.1.3.2_P0AEQ3	glutamine transport system substrate-binding protein	NA	377	0.864553	0.824	1	5.67e-06	0.17582	1
glnP	K10037	NA	3.A.1.3.2_P0AEQ6	glutamine transport system permease protein	NA	281.3	0.977169	0.97985	1	1.76e-06	0.02015	1
glnQ	K10038	3.6.3.-	3.A.1.3.2_P10346	glutamine transport system ATP-binding protein [EC:3.6.3.-]	NA	387.9	0.966535	0.93881	1	2.52e-07	0.06119	1
glpP	K17322	NA	3.A.1.1.35_G3LHZ0	glycerol transport system permease protein	NA	358.7	1	1	1	0	0	1
glpQ	K17323	NA	3.A.1.1.35_G3LHZ1	glycerol transport system permease protein	NA	334.1	1	1	1	0	0	1
glpV	K17321	NA	3.A.1.1.35_G3LHZ3	glycerol transport system substrate-binding protein	NA	255.2	0.996	0.99138	1	0	0.00862	1
glpS	K17324	NA	3.A.1.1.35_G3LHY8	glycerol transport system ATP-binding protein	NA	344.2	1	1	1	0	0	1
glpT	K17325	NA	3.A.1.1.35_G3LHY9	glycerol transport system ATP-binding protein	NA	416	1	1	1	0	0	1
glpF	K02440	NA	1.A.8.1.1_P0AER0;1.A.8.13.2_Q9C4Z5;1.A.8.2.1_P18156;1.A.8.2.2_P22094;1.A.8.2.3_P52280;1.A.8.2.4_C6VJ63;1.A.8.2.5_D7V7W8;1.A.8.2.6_D7V8E7;1.A.8.2.7_D7VEY8;1.A.8.2.8_D7VC84;1.A.8.2.9_D0JBC9	glycerol uptake facilitator protein	NA	160.1	0.994076	0.988929	1	2.52e-07	0.011071	0.999996
gltI	K10001	NA	3.A.1.3.19_Q88NY2;3.A.1.3.22_Q9I402;3.A.1.3.4_P37902	glutamate/aspartate transport system substrate-binding protein	NA	228.4	0.991977	0.98408	1	0	0.015919	0.999997
gltK	K10002	NA	3.A.1.3.19_Q88NY4;3.A.1.3.22_Q9I404;3.A.1.3.4_P0AER5	glutamate/aspartate transport system permease protein	NA	243.8	0.990111	0.9977	1	1.89e-06	0.00234	0.999998
gltJ	K10003	NA	3.A.1.3.19_Q88NY3;3.A.1.3.22_Q9I403;3.A.1.3.4_P0AER3	glutamate/aspartate transport system permease protein	NA	244.4	0.988777	0.99524	1	1.89e-06	0.00476	0.999998
gltL	K10004	3.6.3.-	3.A.1.3.19_Q88NY5;3.A.1.3.22_Q9I405;3.A.1.3.4_P0AAG3	glutamate/aspartate transport system ATP-binding protein [EC:3.6.3.-]	NA	401.3	0.961411	0.98309	1	6.93e-06	0.01691	0.999991
gltP	K11102	NA	2.A.23.1.1_P21345;2.A.23.1.2_P24943	proton glutamate symport protein	NA	519.7	0.978123	0.96268	1	7.56e-07	0.037321	0.999994
gluB	K10005	NA	3.A.1.3.9_P48242	glutamate transport system substrate-binding protein	NA	295.3	0.948498	0.90389	1	1.26e-07	0.09611	1
gluC	K10006	NA	3.A.1.3.9_P48244	glutamate transport system permease protein	NA	233.4	0.973162	0.98349	1	2.01e-06	0.01651	1
gluD	K10007	NA	3.A.1.3.9_P48245	glutamate transport system permease protein	NA	268.4	0.982699	1	1	1.89e-06	0	1
gluA	K10008	3.6.3.-	3.A.1.3.9_P48243	glutamate transport system ATP-binding protein [EC:3.6.3.-]	NA	419.2	0.993007	0.98611	1	0	0.01389	1
glucP	K02429	NA	2.A.1.7.10_A1S5F4;2.A.1.7.11_A1S297;2.A.1.7.1_P11551;2.A.1.7.2_P0C105;2.A.1.7.5_Q8XEV7;2.A.1.7.7_O25788	MFS transporter, FHS family, L-fucose permease	NA	91.9	0.997938	0.997253	1	2.52e-07	0.00275	0.999999
glvEIIB	K02749	2.7.1.69	4.A.1.1.4;4.A.1.1.8;4.A.1.1.10;4.A.1.1.16;4.A.1.1.19	PTS system, arbutin-like IIB component [EC:2.7.1.69]	NA	577.1	0.964218	0.936	1	3.78e-07	0.06399	1
glvEIIC	K02750	NA	4.A.1.1.10_Q9AGA7;4.A.1.1.16_C7NB69;4.A.1.1.19_ART98514;4.A.1.1.4_O06900;4.A.1.1.8_P54715	PTS system, arbutin-like IIC component	NA	572.4	0.97757	0.95788	1	1.26e-07	0.04212	1
gntP	K16321	NA	2.A.8.1.3_P0AC94	high-affinity gluconate transporter	NA	614.9	0.992	0.985	1	0	0.01538	1
gntT	K06155	NA	2.A.8.1.4	Gnt-I system high-affinity gluconate transporter	NA	633.8	0.890625	0.826	1	1.51e-06	0.17391	1
gntU	K06156	NA	2.A.8.1.8	Gnt-I system low-affinity gluconate transporter	NA	529.2	0.995	0.99464	1	2.52e-07	0.00536	1
gsiC	K13890	NA	3.A.1.5.11	glutathione transport system permease protein	NA	421	0.974729	0.952	1	1.26e-07	0.04762	1
gsiD	K13891	NA	3.A.1.5.11	glutathione transport system permease protein	NA	423	0.976526	0.95588	1	1.26e-07	0.04412	1
gsiB	K13889	NA	3.A.1.5.11	glutathione transport system substrate-binding protein	NA	544.1	0.98988	0.98175	1	1.26e-07	0.01825	0.999999
gsiA	K13892	NA	3.A.1.5.11	glutathione transport system ATP-binding protein	NA	956.4	0.948381	0.9361	1	2.77e-06	0.0639	1
gtsA	K17315	NA	3.A.1.1.24_Q72KX2;3.A.1.1.30_Q88P38	glucose/mannose transport system substrate-binding protein	NA	254.4	0.994502	0.99147	1	2.52e-07	0.00853	0.999999
gtsB	K17316	NA	3.A.1.1.24_Q72KX3;3.A.1.1.30_Q88P37	glucose/mannose transport system permease protein	NA	283.6	0.995763	0.99296	1	1.26e-07	0.00704	1
gtsC	K17317	NA	3.A.1.1.14_Q97UF3;3.A.1.1.24_Q72KX4;3.A.1.1.30_Q88P36	glucose/mannose transport system permease protein	NA	277.1	0.996481	0.99578	1	2.52e-07	0.00422	1
gutEIIA	K02781	2.7.1.69	4.A.4.1.1_P05706;4.A.4.1.2_O32334	PTS system, glucitol/sorbitol-specific IIA component [EC:2.7.1.69]	NA	48.9	1	1	1	0	0	1
gutEIIB	K02782	2.7.1.69	4.A.4.1	PTS system, glucitol/sorbitol-specific IIB component [EC:2.7.1.69]	NA	169.8	0.995595	0.99123	1	0	0.00877	1
gutEIIC	K02783	NA	4.A.4.1.1_P56579;4.A.4.1.1_P56580;4.A.4.1.2_O32332;4.A.4.1.2_O32333	PTS system, glucitol/sorbitol-specific IIC component	NA	143.2	0.996451	0.992927	1	0	0.00707	0.999999
gutA	K16248	NA	2.A.2	probable glucitol transport protein GutA	NA	467.5	0.909	0.8571	1	2.52e-07	0.1429	1
hasA	K12545	NA	1.B.14.5	heme acquisition protein HasA	NA	102.1	1	1	1	0	0	1
hasR	K16152	NA	1.B.14.7.1	heme acquisition protein HasR	NA	672.5	0.991	0.98165	1	0	0.01835	1
hcaT	K05820	NA	2.A.1.65.9_Q45632	MFS transporter, PPP family, 3-phenylpropionic acid transporter	NA	163.5	0.996001	0.993474	1	2.52e-07	0.006526	0.999999
hisJ	K10014	NA	3.A.1.3.11_O50181;3.A.1.3.1_P09551;3.A.1.3.29_P09551;3.A.1.3.29_P0AEU0	histidine transport system substrate-binding protein	NA	374.8	0.704261	0.85281	1	4.72e-05	0.14719	0.999941
hisP	K10017	3.6.3.21	3.A.1.3.11_O30506;3.A.1.3.1_P02915;3.A.1.3.29_P07109	histidine transport system ATP-binding protein [EC:3.6.3.21]	NA	461.8	0.9492	0.90451	1	1.26e-07	0.09549	1
hisQ	K10016	NA	3.A.1.3.11_O50182;3.A.1.3.1_P0A2I9;3.A.1.3.29_P52094	histidine transport system permease protein	NA	317.8	0.987325	0.98535	1	1.01e-06	0.01465	1
hisM	K10015	NA	3.A.1.3.11_O50183;3.A.1.3.1_P0A2I7;3.A.1.3.29_P0AEU3	histidine transport system permease protein	NA	283.3	0.99198	0.9841	1	0	0.01592	1
hpt	K02445	NA	2.A.1.4.6_Q9Z7N9	MFS transporter, OPA family, glycerol-3-phosphate transporter	NA	513.9	0.899767	0.81919	1	2.52e-07	0.180815	0.999973
hrtA	K09814	3.6.3.-	3.A.1	hemin transport system ATP-binding protein [EC:3.6.3.-]	NA	351.2	0.994	0.9882	1	0	0.0118	1
hrtB	K09813	NA	3.A.1	hemin transport system permease protein	NA	368.5	1	1	1	0	0	1
hutM	K16236	NA	2.A.3.1	histidine permease	NA	873.2	0.967	0.9362	1	0	0.0638	1
hutT	K16234	NA	2.A.3.1.9_O31199	histidine transporter	NA	722.8	0.959698	0.92252	1	0	0.07748	0.999996
hxt	K08139	NA	2.A.1.1.32_P15729;2.A.1.1.35_Q7BEC4;2.A.1.1.81_Q0SE66	MFS transporter, SP family, sugar:H+ symporter	NA	474.6	0.957	0.9167	1	0	0.0833	1
idnT	K06157	NA	2.A.8.1.2	Gnt-II system L-idonate transporter	NA	737.6	0.995475	0.991	1	0	0.00901	1
inoF	K17238	NA	3.A.1.1.38	inositol-phosphate transport system permease protein	NA	299.3	1	1	1	0	0	1
inoG	K17239	NA	3.A.1.1.38	inositol-phosphate transport system permease protein	NA	272.3	1	1	1	0	0	1
inoE	K17237	NA	3.A.1.1.38	inositol-phosphate transport system substrate-binding protein	NA	264.5	0.995	0.99048	1	0	0.00952	1
inoK	K17240	NA	3.A.1.1.13_Q97UY8;3.A.1.1.14_Q97UF2	inositol-phosphate transport system ATP-binding protein	NA	480.8	0.899	0.9271	1	1.64e-06	0.0729	1
iolF	K06610	NA	2.A.1.1.74_Q926Q9	MFS transporter, SP family, inositol transporter	NA	278.3	0.996	0.9912	1	0	0.00881	1
ibpA1	K17208	NA	3.A.1.2.21	inositol transport system substrate-binding protein	NA	397.3	0.995	1	1	1.26e-07	0	1
iatP1	K17209	NA	3.A.1.2.21	inositol transport system permease protein	NA	483.4	0.986	0.97196	1	0	0.02804	1
iatA1	K17210	NA	3.A.1.2.21	inositol transport system ATP-binding protein	NA	674.8	1	1	1	0	0	1
iatP2	K17214	NA	3.A.1.2	inositol transport system permease protein	NA	402.8	0.91	0.85522	1	8.81e-07	0.14478	1
iatA2	K17215	NA	3.A.1.2	inositol transport system ATP-binding protein	NA	722.6	0.931	0.91003	1	1.64e-06	0.08997	1
ibpA2	K17213	NA	3.A.1.2	inositol transport system substrate-binding protein	NA	302.1	0.875664	0.91759	1	1.01e-05	0.08241	1
kdgM	K22110	NA	1.B.35.1;1.B.35.2	oligogalacturonate-specific porin family protein	NA	71.7	0.99926	0.99852	1	0	0.00148	1
kdgT	K02526	NA	2.A.10.1	2-keto-3-deoxygluconate permease	NA	74.8	0.99921	1	1	1.26e-07	0	1
kgtP	K03761	NA	2.A.1.6.2_P0AEX3	MFS transporter, MHS family, alpha-ketoglutarate permease	NA	432.4	0.95974	0.956634	1	7.18e-06	0.043366	0.999984
kpsM	K09688	NA	3.A.1.101	capsular polysaccharide transport system permease protein	NA	135.6	0.99514	0.99225	1	1.26e-07	0.00775	0.999999
kpsE	K10107	NA	3.A.1.101	capsular polysaccharide transport system permease protein	NA	156.8	0.999149	1	1	1.26e-07	0	1
kpsT	K09689	NA	3.A.1.101	capsular polysaccharide transport system ATP-binding protein	NA	190.5	0.972015	0.96125	1	1.13e-06	0.03875	1
kup	K03549	NA	2.A.72	KUP system potassium uptake protein	NA	53.2	1	1	1	0	0	1
lacEIIA	K02786	2.7.1.69	4.A.3.1.1_P0A0D6;4.A.3.1.2_Q045X4;4.A.3.1.3_Q045H4	PTS system, lactose-specific IIA component [EC:2.7.1.69]	NA	134.5	0.993	0.98577	1	0	0.01423	1
lacEIIB	K02787	2.7.1.69	4.A.3.1.1;4.A.3.1.2;4.A.3.1.3	PTS system, lactose-specific IIB component [EC:2.7.1.69]	NA	447.6	0.995	0.98947	1	0	0.01053	1
lacEIIC	K02788	NA	4.A.3.1.1_P11162;4.A.3.1.2_Q045X3;4.A.3.1.3_Q045H3	PTS system, lactose-specific IIC component	NA	388.6	0.995	0.98947	1	0	0.01053	1
lacE	K10188	NA	3.A.1.1.4_P29822	lactose/L-arabinose transport system substrate-binding protein	NA	319.3	0.987	0.97357	1	0	0.02643	1
lacF	K10189	NA	3.A.1.1.4_P29823	lactose/L-arabinose transport system permease protein	NA	358.5	0.986	0.9722	1	0	0.02778	1
lacG	K10190	NA	3.A.1.1.4_P29824	lactose/L-arabinose transport system permease protein	NA	313.1	0.988	0.98605	1	2.52e-07	0.014	1
lacK	K10191	NA	3.A.1.1.4_Q01937	lactose/L-arabinose transport system ATP-binding protein	NA	550.1	0.858	0.75543	1	1.26e-07	0.24457	1
lacS	K16209	NA	2.A.2.2.1_P23936;2.A.2.2.2_P43466	lactose/raffinose/galactose permease	NA	280	0.973	0.9585	1	3.78e-07	0.04149	1
lacY	K02532	NA	2.A.1.5.1_P02920;2.A.1.5.2_P16552;2.A.1.5.3_P30000;2.A.1.5.4_P96517	MFS transporter, OHS family, lactose permease	NA	160.9	0.996094	0.99222	1	0	0.00778	1
lamB	K02024	NA	1.B.3.1.1_P02943;1.B.3.1.4_F5ZA77	maltoporin	NA	267.8	0.975583	0.95856	1	7.56e-07	0.04144	0.999994
lctB	K08713	NA	1.A.1.1	potassium channel LctB	NA	97.5	1	1	1	0	0	1
lctP1	K00427	NA	2.A.14.1.1_P33231;2.A.14.1.3_P71067	L-lactate permease	NA	935.2	0.983	0.97222	1	2.52e-07	0.02778	1
lctP2	K03303	NA	2.A.14.1.2_Q46839;2.A.14.1.3_P71067	lactate permease	NA	49	0.916684	1	1	5.02e-05	0	0.99995
leuE	K11250	NA	2.A.76.1.5_P76249	leucine efflux protein	NA	140.9	0.9964	0.99283	1	0	0.00717	1
lhpM	K23062	NA	3.A.1.3.21	hydroxyproline transport system permease protein	NA	291.6	1	1	1	0	0	1
lhpN	K23063	NA	3.A.1.3.21	hydroxyproline transport system permease protein	NA	282.7	1	1	1	0	0	1
lhpO	K23064	NA	3.A.1.3.21	hydroxyproline transport system ATP-binding protein	NA	410.1	1	1	1	0	0	1
lhpP	K23061	NA	3.A.1.3.21	hydroxyproline transporter system substrate-binding protein	NA	347.8	1	1	1	0	0	1
livG	K01995	NA	3.A.1.4.10_Q8DQH7;3.A.1.4.10_Q8DQH8;3.A.1.4.1_P0A9S7;3.A.1.4.3_Q8VM83;3.A.1.4.8_P21629	branched-chain amino acid transport system ATP-binding protein	NA	296.5	0.847757	0.787867	1	6.84e-05	0.21213	0.999727
