microtrait_hmm-name	microtrait_hmm-dbxref_kegg	microtrait_hmm-dbxref_ec	microtrait_hmm-dbxref_TC	microtrait_hmm-description	microtrait_hmm-notes
nuoC	K00332	7.1.1.2		NADH-quinone oxidoreductase subunit C [EC:7.1.1.2]	
nuoCD	K13378	7.1.1.2		NADH-quinone oxidoreductase subunit C/D [EC:7.1.1.2]	
nuoD	K00333	7.1.1.2		NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]	
nuoE	K00334	7.1.1.2		NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]	
nuoF	K00335	7.1.1.2		NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]	
nuoG	K00336	7.1.1.2		NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]	
nuoH	K00337	7.1.1.2		NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]	
nuoI	K00338	7.1.1.2		NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]	
nuoJ	K00339	7.1.1.2		NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]	
nuoK	K00340	7.1.1.2		NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]	
nuoL	K00341	7.1.1.2		NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]	
nuoLM	K15863	7.1.1.2		NADH-quinone oxidoreductase subunit L/M [EC:7.1.1.2]	
nuoM	K00342	7.1.1.2		NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]	
nuoN	K00343	7.1.1.2		NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]	
nupC	K11535		2.A.41.1.1_P0AFF2;2.A.41.1.2_P39141	nucleoside transport protein	
nupG	K03289		2.A.1.10.1_P0AFF4	MFS transporter, NHS family, nucleoside permease	
nupX	K16325		2.A.41.2.10_P33021	nucleoside permease	
oadA	K01571	7.2.4.2		oxaloacetate decarboxylase (Na+ extruding) subunit alpha [EC:7.2.4.2]	
oadG	K01573			oxaloacetate decarboxylase (Na+ extruding) subunit gamma	
occM	K10019		3.A.1.3.23_Q9HU29	octopine/nopaline transport system permease protein	
occP	K10021	3.6.3.-	3.A.1.3.23_Q9HU32	octopine/nopaline transport system ATP-binding protein [EC:3.6.3.-]	
occQ	K10020		3.A.1.3.5;3.A.1.3.6	octopine/nopaline transport system permease protein	
occT	K10018		3.A.1.3.5;3.A.1.3.6	octopine/nopaline transport system substrate-binding protein	
ocd	K01750	4.3.1.12		ornithine cyclodeaminase [EC:4.3.1.12]	1
oforA	K00174	1.2.7.3;1.2.7.11		2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]	
oforB	K00175	1.2.7.3;1.2.7.11		2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]	
oforC	K00177	1.2.7.3		korC, oorC; 2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3] 	
oforD	K00176	1.2.7.3		korD, oorD; 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3] 	
ogdh	K00164	1.2.4.2		OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2] 	
ohrR	K23775			MarR family transcriptional regulator, organic hydroperoxide resistance regulator	1
oleC4	K18232		3.A.1.105.2	oleandomycin transport system ATP-binding protein	
oleC5	K18233		3.A.1.105.2	oleandomycin transport system permease protein	
omcA				extracelllular iron oxide respiratory system surface decaheme cytochrome c component OmcA	
ompA	K03162		1.B.2.1.1_P10332	major outer membrane protein	
ompR	K07659			two-component system, OmpR family, phosphate regulon response regulator OmpR	
oorA	K19070	1.2.7.10		oxalate oxidoreductase subunit alpha [EC:1.2.7.10]	
oorB	K19071	1.2.7.10		oxalate oxidoreductase subunit beta [EC:1.2.7.10]	
oorD	K19072	1.2.7.10		oxalate oxidoreductase subunit delta [EC:1.2.7.10]	
opmD	K18308		1.B.17;2.A.6.2.32	outer membrane protein, multidrug efflux system	
opmE	K19593		1.B.17;2.A.6.2.34	outer membrane protein, multidrug efflux system	
oppA1	K15580		3.A.1.5.18_O31315;3.A.1.5.18_O50927;3.A.1.5.18_O51307;3.A.1.5.18_O51308;3.A.1.5.18_O54584;3.A.1.5.19_Q2FZR3;3.A.1.5.1_P06202;3.A.1.5.1_P77348;3.A.1.5.25_Q64K09;3.A.1.5.25_Q9CIL2;3.A.1.5.37_B1W1M2;3.A.1.5.41_P23843;3.A.1.5.41_P77348;3.A.1.5.41_Q46863	oligopeptide transport system substrate-binding protein	
oppB1	K15581		3.A.1.5.18_O31307;3.A.1.5.19_Q2FZR7;3.A.1.5.1_P08005;3.A.1.5.25_Q9CIL1;3.A.1.5.37_B1W1M1;3.A.1.5.41_P0AFH2	oligopeptide transport system permease protein	
oppC1	K15582		3.A.1.5.18_O51310;3.A.1.5.19_Q2FZR6;3.A.1.5.1_P08006;3.A.1.5.25_Q9CIL0;3.A.1.5.37_B1W1M0;3.A.1.5.41_P0AFH6	oligopeptide transport system permease protein	
oppD1	K15583		3.A.1.5.18_O31309;3.A.1.5.19_Q2FZR5;3.A.1.5.1_P04285;3.A.1.5.20_P42064;3.A.1.5.25_Q9CIK9;3.A.1.5.37_B1W1L9;3.A.1.5.41_P76027	oligopeptide transport system ATP-binding protein	
oppF1	K10823		3.A.1.5.18_O31310;3.A.1.5.19_Q2FZR4;3.A.1.5.1_P08007;3.A.1.5.20_P42065;3.A.1.5.25_Q9CIK8;3.A.1.5.37_B1W1L8;3.A.1.5.41_P77737	oligopeptide transport system ATP-binding protein	
oprB	K07267		1.B.19.1.1_Q51485;1.B.19.1.2_A4LTL1	porin	
oprC	K18903		1.B.17.3.3	outer membrane protein, multidrug efflux system	
oprD	K18093	3.4.21.-	1.B.25.1.11_Q9I0E2;1.B.25.1.12_Q9I6X0;1.B.25.1.1_P32722;1.B.25.1.32_B7V849;1.B.25.1.7_Q9I202;1.B.25.1.8_Q9HUR5	imipenem/basic amino acid-specific outer membrane pore [EC:3.4.21.-]	
oprN	K18300		1.B.17	outer membrane protein, multidrug efflux system	
oprO_P	K07221	1.B.5.1		phosphate-selective porin OprO and OprP	
opuA	K05847		3.A.1.12.10_Q87WH5;3.A.1.12.11_Q8Q041;3.A.1.12.14_Q8ZPK4;3.A.1.12.15_P33360;3.A.1.12.4_O34992;3.A.1.12.8_Q93A35	osmoprotectant transport system ATP-binding protein	
opuBD	K05846		3.A.1.12.10_Q87WH4;3.A.1.12.11_Q8Q042;3.A.1.12.11_Q8Q043;3.A.1.12.14_Q8ZPK1;3.A.1.12.14_Q8ZPK3;3.A.1.12.15_P33359;3.A.1.12.15_P33361;3.A.1.12.4_O34742;3.A.1.12.4_O34878;3.A.1.12.8_Q93A34	osmoprotectant transport system permease protein	
opuC	K05845		3.A.1.12.10_Q87WH3;3.A.1.12.11_Q8Q040;3.A.1.12.14_Q8ZPK2;3.A.1.12.15_P33362;3.A.1.12.4_O32243	osmoprotectant transport system substrate-binding protein	
oqxB	K19585		2.A.6.2.47	multidrug efflux pump	
otsA	K00697	2.4.1.15;2.4.1.347		trehalose 6-phosphate synthase [EC:2.4.1.15 2.4.1.347]	1
otsB	K01087	3.1.3.12		trehalose 6-phosphate phosphatase [EC:3.1.3.12]	1
oxlT	K08177		2.A.1.11.3_P37662	MFS transporter, OFA family, oxalate/formate antiporter	
oxyR	K04761			LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator	1
paa	K02030		2.A.56.3.1_P74223;3.A.1.3.15_P54535;3.A.1.3.15_P54536;3.A.1.3.23_Q9HU31;3.A.1.3.24_Q9F3K5;3.A.1.3.25_Q9CES5;3.A.1.3.27_Q8RCC4	polar amino acid transport system substrate-binding protein	
paaF	K01692	4.2.1.17		enoyl-CoA hydratase [EC:4.2.1.17]	
panF	K14392		2.A.21.1	sodium/pantothenate symporter	
pap	K02029		3.A.1.3.15_P54536;3.A.1.3.23_Q9HU29;3.A.1.3.23_Q9HU30;3.A.1.3.24_Q9F3K6	polar amino acid transport system permease protein	
pas	K02028	3.6.3.21	3.A.1.3.15_P54537;3.A.1.3.23_Q9HU32;3.A.1.3.24_Q9F3K7;3.A.1.3.25_Q9CES4	polar amino acid transport system ATP-binding protein [EC:3.6.3.21]	
patG	K24454	1.3.3.16;3.4.-.-  		patG; thiazoline dehydrogenase / protease [EC:1.3.3.16 3.4.-.-]  	Serine peptidases_Family S8: subtilisin family;S8
pbp4b	K21469	3.4.16.4   		pbp4b; serine-type D-Ala-D-Ala carboxypeptidase [EC:3.4.16.4]   	Serine peptidases_Family S12: D-Ala-D-Ala carboxypeptidase B family;S12
pbpG	K07262	3.4.21.-   		pbpG; serine-type D-Ala-D-Ala endopeptidase (penicillin-binding protein 7) [EC:3.4.21.-]   	Serine peptidases_Family S11: D-Ala-D-Ala carboxypeptidase A family;S11
pbuE	K18567		2.A.1.2.25_Q797E3	MFS transporter, DHA1 family, purine base/nucleoside efflux pump	
pbuG	K06901		2.A.40.7.2_O34987;2.A.40.7.4_P31440;2.A.40.7.5_P0AF52;2.A.40.7.6_P31466;2.A.40.7.7_Q46817	putative MFS transporter, AGZA family, xanthine/uracil permease	
pcbA	K08918			chlorophyll a/b binding light-harvesting protein PcbA	
pcbB	K08919			chlorophyll a/b binding light-harvesting protein PcbB	
pcbC	K08920			chlorophyll a/b binding light-harvesting protein PcbC	
pcbD	K08921			chlorophyll a/b binding light-harvesting protein PcbD	
pcbE	K08922			chlorophyll a/b binding light-harvesting protein PcbE	
pcbF	K08923			chlorophyll a/b binding light-harvesting protein PcbF	
pcbG	K08924			chlorophyll a/b binding light-harvesting protein PcbG	
pcbH	K08925			chlorophyll a/b binding light-harvesting protein PcbH	
pcc1	K15036	6.4.1.2;6.4.1.3;2.1.3.15		acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15] 	
pcc2	K15037			biotin carboxyl carrier protein 	
pcc3	K18604	6.4.1.2;6.4.1.3;2.1.3.15		acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15] 	
pcc4	K18605			biotin carboxyl carrier protein 	
pcc5	K18603	6.4.1.2;6.4.1.3		acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3] 	
pcc6	K01964	6.4.1.2;6.4.1.3		acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3] 	
pcc7	K15052	6.4.1.3;2.1.3.15		propionyl-CoA carboxylase [EC:6.4.1.3 2.1.3.15] 	
pccB	K19312	2.1.3.15;6.4.1.3;6.4.1.2		acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:2.1.3.15 6.4.1.3 6.4.1.2]	
pccX	K22568	6.4.1.3;6.4.1.2		acetyl-CoA/propionyl-CoA carboxylase, PccX subunit [EC:6.4.1.3 6.4.1.2]	
pckA1	K01596	4.1.1.32		phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]	
pckA2	K01610	4.1.1.49		E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49] 	
pcp	K01304	3.4.19.3		pcp; pyroglutamyl-peptidase [EC:3.4.19.3]	Cysteine peptidases_Family C15: pyroglutamyl peptidase I family;C15
pct	K01026	2.8.3.1		propionate CoA-transferase [EC:2.8.3.1]	
pdaD	K02626	4.1.1.19		arginine decarboxylase [EC:4.1.1.19]	
pdc	K01568	4.1.1.1		PDC, pdc; pyruvate decarboxylase [EC:4.1.1.1] 	
pdhA	K00161	1.2.4.1		PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1] 	
pdhB	K00162	1.2.4.1		PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1] 	
pdhC	K00627	2.3.1.12		pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]	
pdhD	K00382	1.8.1.4		DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4] 	
pduW	K19697	2.7.2.15		propionate kinase [EC:2.7.2.15]	
peb1A	K10039		3.A.1.3.16_Q0P9X8	putative glutamine transport system substrate-binding protein	
peb1B	K10040		3.A.1.3.16_A1VZQ3	putative glutamine transport system permease protein	
peb1C	K10041	3.6.3.-	3.A.1.3.16_A3ZI83	putative glutamine transport system ATP-binding protein [EC:3.6.3.-]	
pecA	K02628			phycoerythrocyanin alpha chain	
pecB	K02629			phycoerythrocyanin beta chain	
pecC	K02630			phycoerythrocyanin-associated rod linker protein	
pecE	K02631	4.4.1.31		phycoerythrocyanin alpha-cysteine-84 phycoviolobilin lyase/isomerase subunit PecE [EC:4.4.1.31]	
pecF	K02632	4.4.1.31		phycoerythrocyanin alpha-cysteine-84 phycoviolobilin lyase/isomerase subunit PecF [EC:4.4.1.31]	
pepA_M17	K01255	3.4.11.1		CARP, pepA; leucyl aminopeptidase [EC:3.4.11.1]	Metallo peptidases_Family M17: leucyl aminopeptidase family;M17
pepA_M42	K01261	3.4.11.7		pepA; glutamyl aminopeptidase [EC:3.4.11.7]	Metallo peptidases_Family M42: glutamyl aminopeptidase family;M42
pepB	K07751	3.4.11.23		pepB; PepB aminopeptidase [EC:3.4.11.23]	Metallo peptidases_Family M17: leucyl aminopeptidase family;M17
pepck	K20370	4.1.1.38		PEPCK; phosphoenolpyruvate carboxykinase (diphosphate) [EC:4.1.1.38] 	
pepD_M20	K01270	3.4.13.-		pepD; dipeptidase D [EC:3.4.13.-]	Metallo peptidases_Family M20;M20
pepD_S1	K08372	3.4.21.-		pepD; putative serine protease PepD [EC:3.4.21.-]	Serine peptidases_Family S1: chymotrypsin family;S1
pepDA	K08659	3.4.-.-   		pepDA, pepDB; dipeptidase [EC:3.4.-.-]   	Cysteine peptidases_Family C69;C69
pepE	K05995	3.4.13.21		pepE; dipeptidase E [EC:3.4.13.21]	Serine peptidases_Family S51;S51
pepF	K08602	3.4.24.-   		pepF, pepB; oligoendopeptidase F [EC:3.4.24.-]   	Metallo peptidases_Family M3;M3
pepN	K01256	3.4.11.2		pepN; aminopeptidase N [EC:3.4.11.2]	Metallo peptidases_Family M1;M1
pepO	K07386	3.4.24.-		pepO; putative endopeptidase [EC:3.4.24.-]	Metallo peptidases_Family M13: neprilysin family;M13
pepP	K01262	3.4.11.9		pepP; Xaa-Pro aminopeptidase [EC:3.4.11.9]	Metallo peptidases_Family M24;M24
pepQ	K01271	3.4.13.9		pepQ; Xaa-Pro dipeptidase [EC:3.4.13.9]	Metallo peptidases_Family M24;M24
pepT	K01258	3.4.11.4		pepT; tripeptide aminopeptidase [EC:3.4.11.4]	Metallo peptidases_Family M20;M20
pepX	K01281	3.4.14.11   		pepX; X-Pro dipeptidyl-peptidase [EC:3.4.14.11]   	Serine peptidases_Family S15;S15
perR	K09825			Fur family transcriptional regulator, peroxide stress response regulator	1
petA	K02634			apocytochrome f	
petB	K02635			cytochrome b6	
petB_1	K03887			menaquinol-cytochrome c reductase cytochrome b subunit	
petB_2	K00412			ubiquinol-cytochrome c reductase cytochrome b subunit	
petC	K02636	7.1.1.6		cytochrome b6-f complex iron-sulfur subunit [EC:7.1.1.6]	
petD	K02637			cytochrome b6-f complex subunit 4	
petD_1	K03888			menaquinol-cytochrome c reductase cytochrome b/c subunit	
petE	K02638			plastocyanin	
petF	K02639			ferredoxin	
petG	K02640			cytochrome b6-f complex subunit 5	
petH	K02641	1.18.1.2		ferredoxin--NADP+ reductase [EC:1.18.1.2]	
petJ	K08906			cytochrome c6	
petL	K02642			cytochrome b6-f complex subunit 6	
petM	K02643			cytochrome b6-f complex subunit 7	
petN	K03689			cytochrome b6-f complex subunit 8	
pfk	K21071	2.7.1.11;2.7.1.90		ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]	
pfkA	K00850	2.7.1.11		6-phosphofructokinase 1 [EC:2.7.1.11] 	
pfkB	K16370	2.7.1.11		6-phosphofructokinase 2 [EC:2.7.1.11] 	
pfkC	K00918	2.7.1.146;2.7.1.147		ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147] 	
pflA	K04069	1.97.1.4		pyruvate formate lyase activating enzyme [EC:1.97.1.4]	
pflD	K00656	2.3.1.54		E2.3.1.54, pflD; formate C-acetyltransferase [EC:2.3.1.54] 	
pfp	K00895	2.7.1.90		diphosphate-dependent phosphofructokinase [EC:2.7.1.90]	
pfpI	K05520	3.5.1.124		pfpI; protease I [EC:3.5.1.124]	Cysteine peptidases_Family C56: PfpI endopeptidase family;C56
pgd	K00033	1.1.1.44;1.1.1.343		PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343] 	
pgi	K01810	5.3.1.9		GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9] 	
pgi_arch	K06859	5.3.1.9		pgi1; glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9] 	
pgi-pmi	K15916	5.3.1.9;5.3.1.8		pgi-pmi; glucose/mannose-6-phosphate isomerase [EC:5.3.1.9 5.3.1.8] 	
pgi-tal	K13810	2.2.1.2;5.3.1.9		tal-pgi; transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9] 	
pgk	K00927	2.7.2.3		phosphoglycerate kinase [EC:2.7.2.3] 	
pgl_1	K01057	3.1.1.31		PGLS, pgl, devB; 6-phosphogluconolactonase [EC:3.1.1.31] 	
pgl_2	K07404	3.1.1.31		pgl; 6-phosphogluconolactonase [EC:3.1.1.31] 	
pglK	K06148		3.A.1.106.15_Q0P9C4;3.A.1.119.4_Q9RK13	ATP-binding cassette, subfamily C, bacterial	
pgm	K01835	5.4.2.2		pgm; phosphoglucomutase [EC:5.4.2.2] 	
pgm2	K15779	5.4.2.2;5.4.2.7		PGM2; phosphoglucomutase / phosphopentomutase [EC:5.4.2.2 5.4.2.7] 	
pgtE	K08477	3.4.21.-		pgtE; outer membrane protease E [EC:3.4.21.-]	Aspartic peptidases_Family A26: omptin family;A26
phaA	K05559		2.A.63.1	multicomponent K+:H+ antiporter subunit A	
phaC	K05560		2.A.63.1	multicomponent K+:H+ antiporter subunit C	
phaD	K05561		2.A.63.1	multicomponent K+:H+ antiporter subunit D	
phaE	K05562		2.A.63.1	multicomponent K+:H+ antiporter subunit E	
phaF	K05563		2.A.63.1	multicomponent K+:H+ antiporter subunit F	
phaG	K05564		2.A.63.1	multicomponent K+:H+ antiporter subunit G	
phaZ	K05973	3.1.1.75		poly(3-hydroxybutyrate) depolymerase [EC:3.1.1.75]	
phaZ2	K07518	3.1.1.22		hydroxybutyrate-dimer hydrolase [EC:3.1.1.22]	
phbB	K00023	1.1.1.36		acetoacetyl-CoA reductase [EC:1.1.1.36]	
phbC	K03821	2.3.1.-		polyhydroxyalkanoate synthase subunit PhaC [EC:2.3.1.-]	
pheP	K11732		2.A.3.1.1_P24207	phenylalanine-specific permease	
phnC	K02041	3.6.3.28	3.A.1.9	phosphonate transport system ATP-binding protein [EC:3.6.3.28]	
phnD	K02044		3.A.1.9	phosphonate transport system substrate-binding protein	
phnE	K02042		3.A.1.9	phosphonate transport system permease protein	
phnS	K11081		3.A.1.11.5	2-aminoethylphosphonate transport system substrate-binding protein	
phnT	K11084		3.A.1.11.5	2-aminoethylphosphonate transport system ATP-binding protein	
phnU	K11083		3.A.1.11.5	2-aminoethylphosphonate transport system permease protein	
phnV	K11082		3.A.1.11.5	2-aminoethylphosphonate transport system permease protein	
PHO84	K08176		2.A.1.1.15_P95908	MFS transporter, PHS family, inorganic phosphate transporter	
phoA	K01077	3.1.3.1		alkaline phosphatase [EC:3.1.3.1]	
phoD	K01113	3.1.3.1		alkaline phosphatase D [EC:3.1.3.1]	
phoE	K11929		1.B.1.1.2	outer membrane pore protein E	
phoN	K09474	3.1.3.2		acid phosphatase (class A) [EC:3.1.3.2]	
phoP	K07660			two-component system, OmpR family, response regulator PhoP	
phoQ	K07637	2.7.13.3		two-component system, OmpR family, sensor histidine kinase PhoQ [EC:2.7.13.3]	
phoX	K07093			uncharacterized protein	
phsA	K08352	1.8.5.5		thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5] 	
phsB	K08353			thiosulfate reductase electron transport protein 	
phsC	K08354			thiosulfate reductase cytochrome b subunit 	
phy	K01083	3.1.3.8		3-phytase [EC:3.1.3.8]	
pilD	K02654	3.4.23.43;2.1.1.-		pilD, pppA; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	Aspartic peptidases_Family A24: type IV prepilin peptidase family;A24
pip	K01259	3.4.11.5   		pip; proline iminopeptidase [EC:3.4.11.5]   	Serine peptidases_Family S33;S33
pipA	K23941			pipA, gogA, gtgA; PipA/GogA/GtgA family effector protease   	Metallo peptidases_Family M85;M85
pit	K16322		2.A.20.1	low-affinity inorganic phosphate transporter	
pma	K01535	7.1.2.1		H+-transporting ATPase [EC:7.1.2.1]	
pmm-pgm	K15778	5.4.2.8;5.4.2.2		pmm-pgm; phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2] 	
pmoA-amoA	K10944	1.14.18.3;1.14.99.39		methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39] 	
pmoB-amoB	K10945			methane/ammonia monooxygenase subunit B 	
pmoC-amoC	K10946			methane/ammonia monooxygenase subunit C 	
pnp	K00962	2.7.7.8		polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]	
pnuC	K03811		4.B.1.1.1_P24520;4.B.1.1.2_Q4QLL1;4.B.1.1.3_Q9EWJ7;4.B.1.1.5_Q8NU75;4.B.1.1.6_Q837U1	nicotinamide mononucleotide transporter	
por	K03737	1.2.7.1;1.2.7.-		pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-] 	
porA	K00169	1.2.7.1		pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1] 	
porB	K00170	1.2.7.1		pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1] 	
porB1	K08719		1.B.2.2	outer membrane protein B	
porD	K00171	1.2.7.1		pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1] 	
porG	K00172	1.2.7.1		pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1] 	
potE	K03756			putrescine:ornithine antiporter	
poxB	K00156	1.2.5.1		pyruvate dehydrogenase (quinone) [EC:1.2.5.1]	
ppa	K01507	3.6.1.1		inorganic pyrophosphatase [EC:3.6.1.1]	
ppaC	K15986	3.6.1.1		manganese-dependent inorganic pyrophosphatase [EC:3.6.1.1]	
ppaX	K06019	3.6.1.1		pyrophosphatase PpaX [EC:3.6.1.1]	
ppc	K01595	4.1.1.31		phosphoenolpyruvate carboxylase [EC:4.1.1.31] 	
ppdK	K01006	2.7.9.1		pyruvate, orthophosphate dikinase [EC:2.7.9.1] 	
ppgK	K00886	2.7.1.63		ppgK; polyphosphate glucokinase [EC:2.7.1.63] 	
ppk	K00937	2.7.4.1		polyphosphate kinase [EC:2.7.4.1]	
ppk2	K22468	2.7.4.1		polyphosphate kinase [EC:2.7.4.1]	
pps	K01007	2.7.9.2		pyruvate, water dikinase [EC:2.7.9.2] 	
pqqL	K07263	3.4.24.-		pqqL; zinc protease [EC:3.4.24.-]	Metallo peptidases_Family M16: pitrilysin family;M16
prc	K03797	3.4.21.102		E3.4.21.102, prc, ctpA; carboxyl-terminal processing protease [EC:3.4.21.102]	Serine peptidases_Family S41: C-terminal processing peptidase family;S41
preP	K06972	3.4.24.-		PITRM1, PreP, CYM1; presequence protease [EC:3.4.24.-]	Metallo peptidases_Family M16: pitrilysin family;M16
prk	K00855	2.7.1.19		phosphoribulokinase [EC:2.7.1.19] 	
prlC	K01414	3.4.24.70		prlC; oligopeptidase A [EC:3.4.24.70]	Metallo peptidases_Family M3;M3
proA	K00147	1.2.1.41		glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	1
proB	K00931	2.7.2.11		glutamate 5-kinase [EC:2.7.2.11]	1
proC	K00286	1.5.1.2		pyrroline-5-carboxylate reductase [EC:1.5.1.2]	1
proP	K03762		2.A.1.6.4_P0C0L7	MFS transporter, MHS family, proline/betaine transporter	
proV	K02000	3.6.3.32	3.A.1.12.12_Q9HTI8;3.A.1.12.1_P14175;3.A.1.12.2_P46920;3.A.1.12.5_Q9RQ06;3.A.1.12.6_Q9KKE1;3.A.1.12.9_Q8U4S5	glycine betaine/proline transport system ATP-binding protein [EC:3.6.3.32]	
proW	K02001		3.A.1.12.12_Q9HTI7;3.A.1.12.1_P14176;3.A.1.12.2_P46921;3.A.1.12.6_Q9KKE2;3.A.1.12.9_Q8U4S4	glycine betaine/proline transport system permease protein	
proX	K02002		3.A.1.12.12_Q9HTH6;3.A.1.12.12_Q9HTI6;3.A.1.12.12_Q9HZ04;3.A.1.12.1_P0AFM2;3.A.1.12.2_P46921;3.A.1.12.2_P46922;3.A.1.12.5_Q9RQ05;3.A.1.12.6_Q9KKE3;3.A.1.12.9_Q8U4S3	glycine betaine/proline transport system substrate-binding protein	
proY	K11736		2.A.3.1.23_P0AAE2;2.A.3.1.6_P37460	proline-specific permease ProY	
prrA	K07671			two-component system, OmpR family, response regulator PrrA	
prrB	K07655	2.7.13.3		two-component system, OmpR family, sensor histidine kinase PrrB [EC:2.7.13.3]	
prs	K00948	2.7.6.1		PRPS, prsA; ribose-phosphate pyrophosphokinase [EC:2.7.6.1] 	
prsW	K24131	3.4.-.-   		prsW; protease PrsW [EC:3.4.-.-]   	Metallo peptidases_Family M82;M82
prtC_U32	K08303	3.4.-.-		prtC, trhP; U32 family peptidase [EC:3.4.-.-]	Peptidases of unknown catalytic type_Family U32;U32
psaA	K02689			photosystem I P700 chlorophyll a apoprotein A1, photosystem I reaction center subunit Ia	
psaB	K02690			photosystem I P700 chlorophyll a apoprotein A2	
psaC	K02691			photosystem I subunit VII, photosystem I iron-sulfur center	
psaD	K02692			photosystem I subunit II, photosystem I reaction center subunit II (PsaD)	
psaE	K02693			photosystem I subunit IV, photosystem I reaction centre subunit IV/PsaE	
psaF	K02694			photosystem I subunit III, photosystem I reaction center subunit III (PsaF)	
psaI	K02696			photosystem I subunit VIII, reaction center subunit VIII	
psaJ	K02697			photosystem I subunit IX, photosystem I reaction centre subunit IX (PsaJ)	
psaK	K02698			photosystem I subunit X, photosystem I reaction center subunit X (PsaK)	
psaL	K02699			photosystem I subunit XI, photosystem I reaction center subunit XI (PsaL)	
psaM	K02700			photosystem I subunit XII, photosystem I reaction centre subunit XII (PsaM)	
psaX	K02702			photosystem I 4.8kDa protein	
